날짜,스트레스,날짜,탈모
2018-02-13,4.19553,2018-02-13,6.31254
2018-02-14,4.54195,2018-02-14,4.7729
2018-02-15,3.23325,2018-02-15,5.23479
2018-02-16,2.54041,2018-02-16,5.00384
2018-02-17,2.38645,2018-02-17,4.84988
2018-02-18,3.92609,2018-02-18,5.77367
2018-02-19,5.11932,2018-02-19,5.77367
2018-02-20,4.73441,2018-02-20,6.38953
2018-02-21,4.19553,2018-02-21,5.85065
2018-02-22,4.7729,2018-02-22,5.1963
2018-02-23,4.27251,2018-02-23,6.15858
2018-02-24,3.11778,2018-02-24,5.08083
2018-02-25,3.96458,2018-02-25,5.46574
2018-02-26,3.92609,2018-02-26,7.12086
2018-02-27,5.35026,2018-02-27,6.65896
2018-02-28,3.27174,2018-02-28,5.73518
2018-03-01,3.4642,2018-03-01,5.11932
2018-03-02,3.57967,2018-03-02,6.12009
2018-03-03,4.38799,2018-03-03,6.42802
2018-03-04,4.58044,2018-03-04,8.54503
2018-03-05,4.23402,2018-03-05,6.9284
2018-03-06,4.23402,2018-03-06,5.69668
2018-03-07,4.54195,2018-03-07,4.54195
2018-03-08,4.65742,2018-03-08,5.81216
2018-03-09,3.81062,2018-03-09,5.92763
2018-03-10,4.50346,2018-03-10,5.81216
2018-03-11,3.65665,2018-03-11,6.35103
2018-03-12,5.15781,2018-03-12,6.46651
2018-03-13,4.88837,2018-03-13,6.85142
2018-03-14,5.31177,2018-03-14,5.58121
2018-03-15,4.65742,2018-03-15,6.73595
2018-03-16,4.54195,2018-03-16,5.46574
2018-03-17,3.54118,2018-03-17,5.23479
2018-03-18,4.34949,2018-03-18,6.04311
2018-03-19,4.34949,2018-03-19,8.73749
2018-03-20,4.92686,2018-03-20,7.31331
2018-03-21,5.58121,2018-03-21,7.65973
2018-03-22,5.00384,2018-03-22,6.505
2018-03-23,4.58044,2018-03-23,6.65896
2018-03-24,3.61816,2018-03-24,7.62124
2018-03-25,3.92609,2018-03-25,5.92763
2018-03-26,4.15704,2018-03-26,5.88914
2018-03-27,4.04157,2018-03-27,6.19707
2018-03-28,4.96535,2018-03-28,5.73518
2018-03-29,5.11932,2018-03-29,5.27328
2018-03-30,4.88837,2018-03-30,5.00384
2018-03-31,4.08006,2018-03-31,5.1963
2018-04-01,4.42648,2018-04-01,7.54426
2018-04-02,4.61893,2018-04-02,6.0816
2018-04-03,5.54272,2018-04-03,7.04387
2018-04-04,5.73518,2018-04-04,6.85142
2018-04-05,5.42725,2018-04-05,5.69668
2018-04-06,4.84988,2018-04-06,6.69745
2018-04-07,3.96458,2018-04-07,6.00461
2018-04-08,4.50346,2018-04-08,7.42879
2018-04-09,5.65819,2018-04-09,7.73672
2018-04-10,5.27328,2018-04-10,6.73595
2018-04-11,6.12009,2018-04-11,7.00538
2018-04-12,4.92686,2018-04-12,6.85142
2018-04-13,4.81139,2018-04-13,7.12086
2018-04-14,4.69591,2018-04-14,6.46651
2018-04-15,5.6197,2018-04-15,7.15935
2018-04-16,5.04234,2018-04-16,8.00615
2018-04-17,5.58121,2018-04-17,7.69822
2018-04-18,6.54349,2018-04-18,6.88991
2018-04-19,5.6197,2018-04-19,7.12086
2018-04-20,4.7729,2018-04-20,7.77521
2018-04-21,3.96458,2018-04-21,6.54349
2018-04-22,4.38799,2018-04-22,6.96689
2018-04-23,4.81139,2018-04-23,8.69899
2018-04-24,4.54195,2018-04-24,6.73595
2018-04-25,5.00384,2018-04-25,6.77444
2018-04-26,3.69515,2018-04-26,7.8137
2018-04-27,4.15704,2018-04-27,6.505
2018-04-28,4.08006,2018-04-28,6.42802
2018-04-29,3.73364,2018-04-29,7.08237
2018-04-30,4.7729,2018-04-30,6.62047
2018-05-01,5.58121,2018-05-01,7.42879
2018-05-02,4.81139,2018-05-02,7.00538
2018-05-03,4.73441,2018-05-03,8.08314
2018-05-04,4.08006,2018-05-04,6.96689
2018-05-05,3.11778,2018-05-05,5.04234
2018-05-06,3.11778,2018-05-06,6.62047
2018-05-07,4.34949,2018-05-07,7.50577
2018-05-08,5.00384,2018-05-08,9.93071
2018-05-09,4.81139,2018-05-09,7.04387
2018-05-10,5.35026,2018-05-10,6.9284
2018-05-11,4.69591,2018-05-11,7.89068
2018-05-12,4.46497,2018-05-12,8.08314
2018-05-13,3.73364,2018-05-13,7.54426
2018-05-14,5.73518,2018-05-14,8.96843
2018-05-15,5.46574,2018-05-15,7.31331
2018-05-16,5.35026,2018-05-16,8.42956
2018-05-17,4.11855,2018-05-17,7.65973
2018-05-18,4.19553,2018-05-18,6.58198
2018-05-19,3.92609,2018-05-19,6.46651
2018-05-20,3.8876,2018-05-20,7.77521
2018-05-21,4.7729,2018-05-21,7.89068
2018-05-22,5.04234,2018-05-22,7.31331
2018-05-23,5.46574,2018-05-23,8.00615
2018-05-24,5.73518,2018-05-24,8.39107
2018-05-25,4.65742,2018-05-25,7.12086
2018-05-26,3.34872,2018-05-26,6.81293
2018-05-27,4.08006,2018-05-27,7.27482
2018-05-28,5.15781,2018-05-28,8.31408
2018-05-29,5.96612,2018-05-29,8.00615
2018-05-30,6.85142,2018-05-30,7.08237
2018-05-31,5.88914,2018-05-31,7.42879
2018-06-01,4.84988,2018-06-01,6.15858
2018-06-02,3.57967,2018-06-02,6.38953
2018-06-03,4.34949,2018-06-03,7.27482
2018-06-04,4.50346,2018-06-04,6.96689
2018-06-05,5.73518,2018-06-05,10.31562
2018-06-06,3.81062,2018-06-06,10.70053
2018-06-07,5.50423,2018-06-07,8.81447
2018-06-08,4.34949,2018-06-08,7.27482
2018-06-09,4.42648,2018-06-09,7.3903
2018-06-10,4.54195,2018-06-10,7.31331
2018-06-11,4.54195,2018-06-11,7.65973
2018-06-12,3.96458,2018-06-12,7.46728
2018-06-13,4.23402,2018-06-13,5.85065
2018-06-14,4.61893,2018-06-14,6.58198
2018-06-15,5.6197,2018-06-15,7.19784
2018-06-16,3.73364,2018-06-16,8.62201
2018-06-17,4.7729,2018-06-17,8.31408
2018-06-18,4.50346,2018-06-18,8.19861
2018-06-19,5.92763,2018-06-19,8.89145
2018-06-20,5.73518,2018-06-20,7.19784
2018-06-21,5.65819,2018-06-21,8.31408
2018-06-22,5.11932,2018-06-22,6.31254
2018-06-23,4.61893,2018-06-23,6.9284
2018-06-24,4.11855,2018-06-24,7.8137
2018-06-25,3.92609,2018-06-25,9.16089
2018-06-26,4.88837,2018-06-26,7.96766
2018-06-27,6.27405,2018-06-27,7.46728
2018-06-28,5.38876,2018-06-28,7.00538
2018-06-29,4.92686,2018-06-29,7.89068
2018-06-30,3.61816,2018-06-30,6.19707
2018-07-01,3.38722,2018-07-01,7.27482
2018-07-02,4.54195,2018-07-02,9.27636
2018-07-03,3.73364,2018-07-03,8.62201
2018-07-04,4.27251,2018-07-04,7.92917
2018-07-05,4.23402,2018-07-05,8.6605
2018-07-06,4.46497,2018-07-06,7.3903
2018-07-07,3.54118,2018-07-07,6.73595
2018-07-08,5.65819,2018-07-08,8.04464
2018-07-09,5.11932,2018-07-09,13.16397
2018-07-10,4.15704,2018-07-10,9.85373
2018-07-11,4.11855,2018-07-11,7.96766
2018-07-12,5.11932,2018-07-12,7.85219
2018-07-13,4.23402,2018-07-13,7.54426
2018-07-14,4.27251,2018-07-14,7.42879
2018-07-15,3.61816,2018-07-15,7.00538
2018-07-16,4.69591,2018-07-16,8.81447
2018-07-17,3.77213,2018-07-17,10.23864
2018-07-18,4.15704,2018-07-18,13.93379
2018-07-19,3.73364,2018-07-19,9.43033
2018-07-20,4.15704,2018-07-20,7.89068
2018-07-21,2.96381,2018-07-21,7.77521
2018-07-22,3.4642,2018-07-22,7.50577
2018-07-23,5.1963,2018-07-23,9.89222
2018-07-24,3.0408,2018-07-24,7.46728
2018-07-25,4.23402,2018-07-25,9.27636
2018-07-26,3.69515,2018-07-26,8.73749
2018-07-27,3.50269,2018-07-27,8.12163
2018-07-28,2.80985,2018-07-28,7.31331
2018-07-29,3.8876,2018-07-29,10.89299
2018-07-30,5.00384,2018-07-30,8.96843
2018-07-31,3.81062,2018-07-31,9.19938
2018-08-01,3.84911,2018-08-01,13.27944
2018-08-02,3.77213,2018-08-02,11.62432
2018-08-03,4.311,2018-08-03,7.69822
2018-08-04,3.34872,2018-08-04,9.77675
2018-08-05,3.65665,2018-08-05,12.54811
2018-08-06,4.34949,2018-08-06,12.04772
2018-08-07,4.7729,2018-08-07,11.08545
2018-08-08,3.84911,2018-08-08,9.35334
2018-08-09,4.19553,2018-08-09,9.31485
2018-08-10,4.34949,2018-08-10,9.5458
2018-08-11,2.54041,2018-08-11,9.00692
2018-08-12,3.65665,2018-08-12,9.93071
2018-08-13,4.7729,2018-08-13,9.77675
2018-08-14,4.88837,2018-08-14,7.96766
2018-08-15,3.42571,2018-08-15,10.00769
2018-08-16,4.04157,2018-08-16,11.08545
2018-08-17,4.38799,2018-08-17,9.81524
2018-08-18,3.07929,2018-08-18,8.62201
2018-08-19,3.50269,2018-08-19,9.62278
2018-08-20,4.00307,2018-08-20,10.12317
2018-08-21,4.42648,2018-08-21,9.35334
2018-08-22,4.27251,2018-08-22,9.9692
2018-08-23,4.61893,2018-08-23,8.62201
2018-08-24,4.27251,2018-08-24,8.73749
2018-08-25,4.00307,2018-08-25,9.50731
2018-08-26,3.81062,2018-08-26,9.50731
2018-08-27,4.88837,2018-08-27,9.16089
2018-08-28,4.81139,2018-08-28,8.42956
2018-08-29,5.50423,2018-08-29,8.39107
2018-08-30,5.50423,2018-08-30,9.93071
2018-08-31,5.31177,2018-08-31,12.20169
2018-09-01,3.54118,2018-09-01,16.39722
2018-09-02,4.00307,2018-09-02,13.4719
2018-09-03,4.23402,2018-09-03,15.58891
2018-09-04,4.50346,2018-09-04,13.31793
2018-09-05,5.11932,2018-09-05,10.20015
2018-09-06,5.73518,2018-09-06,11.85527
2018-09-07,5.1963,2018-09-07,12.5866
2018-09-08,3.19476,2018-09-08,10.93148
2018-09-09,4.58044,2018-09-09,11.16243
2018-09-10,5.42725,2018-09-10,12.12471
2018-09-11,4.81139,2018-09-11,10.58506
2018-09-12,5.88914,2018-09-12,9.04541
2018-09-13,4.34949,2018-09-13,9.43033
2018-09-14,5.69668,2018-09-14,11.58583
2018-09-15,3.27174,2018-09-15,9.9692
2018-09-16,4.00307,2018-09-16,10.62355
2018-09-17,4.61893,2018-09-17,10.12317
2018-09-18,6.54349,2018-09-18,9.50731
2018-09-19,5.58121,2018-09-19,9.16089
2018-09-20,4.54195,2018-09-20,8.12163
2018-09-21,4.96535,2018-09-21,9.43033
2018-09-22,4.19553,2018-09-22,8.31408
2018-09-23,2.80985,2018-09-23,9.00692
2018-09-24,3.0408,2018-09-24,10.89299
2018-09-25,3.07929,2018-09-25,11.35488
2018-09-26,5.00384,2018-09-26,12.5866
2018-09-27,5.46574,2018-09-27,13.43341
2018-09-28,4.46497,2018-09-28,11.20092
2018-09-29,4.11855,2018-09-29,9.27636
2018-09-30,5.42725,2018-09-30,10.50808
2018-10-01,5.38876,2018-10-01,11.43187
2018-10-02,4.88837,2018-10-02,10.31562
2018-10-03,4.46497,2018-10-03,10.08468
2018-10-04,4.92686,2018-10-04,11.7013
2018-10-05,5.27328,2018-10-05,8.27559
2018-10-06,4.311,2018-10-06,10.12317
2018-10-07,3.31023,2018-10-07,10.27713
2018-10-08,3.54118,2018-10-08,10.3926
2018-10-09,4.50346,2018-10-09,9.81524
2018-10-10,4.15704,2018-10-10,11.2779
2018-10-11,4.84988,2018-10-11,9.89222
2018-10-12,4.08006,2018-10-12,11.08545
2018-10-13,3.8876,2018-10-13,10.00769
2018-10-14,3.34872,2018-10-14,9.50731
2018-10-15,4.19553,2018-10-15,10.77752
2018-10-16,5.58121,2018-10-16,11.39337
2018-10-17,4.00307,2018-10-17,11.47036
2018-10-18,4.7729,2018-10-18,10.04618
2018-10-19,4.38799,2018-10-19,8.73749
2018-10-20,4.23402,2018-10-20,9.62278
2018-10-21,4.61893,2018-10-21,10.62355
2018-10-22,6.12009,2018-10-22,10.46959
2018-10-23,5.00384,2018-10-23,11.08545
2018-10-24,6.12009,2018-10-24,11.20092
2018-10-25,5.11932,2018-10-25,10.81601
2018-10-26,4.58044,2018-10-26,8.58352
2018-10-27,3.42571,2018-10-27,8.96843
2018-10-28,4.00307,2018-10-28,9.85373
2018-10-29,5.42725,2018-10-29,10.73903
2018-10-30,5.27328,2018-10-30,10.23864
2018-10-31,5.54272,2018-10-31,10.46959
2018-11-01,4.58044,2018-11-01,9.19938
2018-11-02,5.1963,2018-11-02,9.04541
2018-11-03,4.34949,2018-11-03,8.69899
2018-11-04,4.27251,2018-11-04,10.20015
2018-11-05,5.65819,2018-11-05,10.77752
2018-11-06,4.42648,2018-11-06,11.85527
2018-11-07,5.1963,2018-11-07,9.46882
2018-11-08,5.08083,2018-11-08,10.70053
2018-11-09,4.7729,2018-11-09,8.2371
2018-11-10,4.46497,2018-11-10,8.2371
2018-11-11,3.96458,2018-11-11,10.08468
2018-11-12,5.42725,2018-11-12,11.54734
2018-11-13,4.73441,2018-11-13,10.66204
2018-11-14,5.08083,2018-11-14,8.46805
2018-11-15,4.73441,2018-11-15,9.04541
2018-11-16,4.34949,2018-11-16,8.46805
2018-11-17,3.57967,2018-11-17,8.77598
2018-11-18,4.11855,2018-11-18,9.1224
2018-11-19,4.88837,2018-11-19,10.73903
2018-11-20,4.15704,2018-11-20,9.58429
2018-11-21,5.50423,2018-11-21,7.23633
2018-11-22,5.38876,2018-11-22,9.27636
2018-11-23,4.61893,2018-11-23,8.50654
2018-11-24,3.69515,2018-11-24,7.04387
2018-11-25,4.7729,2018-11-25,9.04541
2018-11-26,5.42725,2018-11-26,10.4311
2018-11-27,5.15781,2018-11-27,9.08391
2018-11-28,5.11932,2018-11-28,8.27559
2018-11-29,5.23479,2018-11-29,9.39183
2018-11-30,4.84988,2018-11-30,8.6605
2018-12-01,4.15704,2018-12-01,7.23633
2018-12-02,4.311,2018-12-02,8.89145
2018-12-03,5.23479,2018-12-03,8.50654
2018-12-04,5.6197,2018-12-04,8.92994
2018-12-05,5.1963,2018-12-05,8.92994
2018-12-06,5.31177,2018-12-06,9.27636
2018-12-07,3.77213,2018-12-07,8.77598
2018-12-08,3.27174,2018-12-08,8.31408
2018-12-09,3.69515,2018-12-09,8.2371
2018-12-10,4.96535,2018-12-10,8.6605
2018-12-11,5.11932,2018-12-11,7.85219
2018-12-12,4.04157,2018-12-12,7.50577
2018-12-13,4.54195,2018-12-13,8.73749
2018-12-14,4.54195,2018-12-14,7.85219
2018-12-15,3.07929,2018-12-15,8.04464
2018-12-16,3.15627,2018-12-16,8.96843
2018-12-17,4.73441,2018-12-17,7.50577
2018-12-18,4.81139,2018-12-18,8.08314
2018-12-19,5.23479,2018-12-19,8.62201
2018-12-20,4.38799,2018-12-20,8.96843
2018-12-21,3.54118,2018-12-21,7.46728
2018-12-22,3.61816,2018-12-22,7.31331
2018-12-23,2.84834,2018-12-23,8.08314
2018-12-24,2.88683,2018-12-24,7.58275
2018-12-25,3.31023,2018-12-25,7.27482
2018-12-26,3.57967,2018-12-26,7.3903
2018-12-27,3.61816,2018-12-27,7.65973
2018-12-28,3.27174,2018-12-28,6.38953
2018-12-29,2.23248,2018-12-29,7.8137
2018-12-30,3.19476,2018-12-30,7.15935
2018-12-31,3.0023,2018-12-31,6.54349
2019-01-01,2.80985,2019-01-01,7.19784
2019-01-02,3.65665,2019-01-02,7.77521
2019-01-03,4.04157,2019-01-03,10.00769
2019-01-04,4.58044,2019-01-04,6.04311
2019-01-05,4.00307,2019-01-05,7.31331
2019-01-06,4.04157,2019-01-06,8.35257
2019-01-07,4.88837,2019-01-07,8.35257
2019-01-08,5.08083,2019-01-08,8.6605
2019-01-09,4.15704,2019-01-09,7.85219
2019-01-10,4.69591,2019-01-10,8.73749
2019-01-11,4.19553,2019-01-11,7.58275
2019-01-12,3.54118,2019-01-12,6.88991
2019-01-13,3.69515,2019-01-13,6.62047
2019-01-14,4.27251,2019-01-14,8.58352
2019-01-15,5.54272,2019-01-15,7.27482
2019-01-16,5.04234,2019-01-16,8.39107
2019-01-17,4.7729,2019-01-17,8.12163
2019-01-18,4.15704,2019-01-18,7.31331
2019-01-19,3.77213,2019-01-19,7.31331
2019-01-20,3.42571,2019-01-20,8.31408
2019-01-21,4.81139,2019-01-21,8.27559
2019-01-22,5.54272,2019-01-22,8.85296
2019-01-23,4.73441,2019-01-23,7.65973
2019-01-24,4.61893,2019-01-24,8.04464
2019-01-25,4.50346,2019-01-25,7.69822
2019-01-26,2.92532,2019-01-26,6.9284
2019-01-27,3.57967,2019-01-27,8.85296
2019-01-28,4.65742,2019-01-28,7.54426
2019-01-29,4.311,2019-01-29,7.50577
2019-01-30,4.73441,2019-01-30,7.69822
2019-01-31,4.69591,2019-01-31,7.08237
2019-02-01,3.61816,2019-02-01,6.27405
2019-02-02,3.23325,2019-02-02,5.46574
2019-02-03,3.0408,2019-02-03,4.96535
2019-02-04,3.65665,2019-02-04,6.15858
2019-02-05,3.31023,2019-02-05,5.58121
2019-02-06,4.11855,2019-02-06,7.31331
2019-02-07,4.92686,2019-02-07,9.08391
2019-02-08,4.42648,2019-02-08,7.85219
2019-02-09,3.77213,2019-02-09,8.42956
2019-02-10,5.38876,2019-02-10,7.46728
2019-02-11,4.58044,2019-02-11,8.54503
2019-02-12,4.96535,2019-02-12,8.77598
2019-02-13,4.58044,2019-02-13,12.00923
2019-02-14,5.04234,2019-02-14,11.04695
2019-02-15,4.81139,2019-02-15,8.42956
2019-02-16,3.11778,2019-02-16,7.27482
2019-02-17,4.04157,2019-02-17,9.58429
2019-02-18,4.27251,2019-02-18,7.3518
2019-02-19,5.04234,2019-02-19,8.58352
2019-02-20,4.58044,2019-02-20,27.75211
2019-02-21,4.11855,2019-02-21,18.36027
2019-02-22,4.34949,2019-02-22,16.08929
2019-02-23,3.92609,2019-02-23,10.54657
2019-02-24,4.27251,2019-02-24,9.04541
2019-02-25,5.11932,2019-02-25,10.81601
2019-02-26,4.7729,2019-02-26,8.39107
2019-02-27,4.58044,2019-02-27,9.08391
2019-02-28,4.42648,2019-02-28,7.69822
2019-03-01,4.00307,2019-03-01,8.19861
2019-03-02,4.311,2019-03-02,8.27559
2019-03-03,3.65665,2019-03-03,8.73749
2019-03-04,4.84988,2019-03-04,8.08314
2019-03-05,4.73441,2019-03-05,8.6605
2019-03-06,3.92609,2019-03-06,8.39107
2019-03-07,5.1963,2019-03-07,6.88991
2019-03-08,4.73441,2019-03-08,7.15935
2019-03-09,3.4642,2019-03-09,6.88991
2019-03-10,4.58044,2019-03-10,7.65973
2019-03-11,4.54195,2019-03-11,7.62124
2019-03-12,5.54272,2019-03-12,7.73672
2019-03-13,4.81139,2019-03-13,6.42802
2019-03-14,4.27251,2019-03-14,7.54426
2019-03-15,4.34949,2019-03-15,5.96612
2019-03-16,3.81062,2019-03-16,6.31254
2019-03-17,4.69591,2019-03-17,7.65973
2019-03-18,5.58121,2019-03-18,7.46728
2019-03-19,4.23402,2019-03-19,8.19861
2019-03-20,5.77367,2019-03-20,8.08314
2019-03-21,5.54272,2019-03-21,8.19861
2019-03-22,6.31254,2019-03-22,7.46728
2019-03-23,4.19553,2019-03-23,8.19861
2019-03-24,4.65742,2019-03-24,8.39107
2019-03-25,5.31177,2019-03-25,8.62201
2019-03-26,5.42725,2019-03-26,10.27713
2019-03-27,7.08237,2019-03-27,8.73749
2019-03-28,5.73518,2019-03-28,7.3903
2019-03-29,5.27328,2019-03-29,8.42956
2019-03-30,4.61893,2019-03-30,7.3518
2019-03-31,4.7729,2019-03-31,8.31408
2019-04-01,5.88914,2019-04-01,8.77598
2019-04-02,5.31177,2019-04-02,10.62355
2019-04-03,6.77444,2019-04-03,8.16012
2019-04-04,5.27328,2019-04-04,6.81293
2019-04-05,5.38876,2019-04-05,8.16012
2019-04-06,4.34949,2019-04-06,7.73672
2019-04-07,4.65742,2019-04-07,8.00615
2019-04-08,5.73518,2019-04-08,8.35257
2019-04-09,5.96612,2019-04-09,8.77598
2019-04-10,5.77367,2019-04-10,7.46728
2019-04-11,6.19707,2019-04-11,8.54503
2019-04-12,5.88914,2019-04-12,7.42879
2019-04-13,4.46497,2019-04-13,7.77521
2019-04-14,5.46574,2019-04-14,7.77521
2019-04-15,5.46574,2019-04-15,8.85296
2019-04-16,5.85065,2019-04-16,8.31408
2019-04-17,5.65819,2019-04-17,7.58275
2019-04-18,6.42802,2019-04-18,7.46728
2019-04-19,4.61893,2019-04-19,7.46728
2019-04-20,4.69591,2019-04-20,6.77444
2019-04-21,7.50577,2019-04-21,6.23556
2019-04-22,6.38953,2019-04-22,8.39107
2019-04-23,6.85142,2019-04-23,7.62124
2019-04-24,6.88991,2019-04-24,6.9284
2019-04-25,6.23556,2019-04-25,7.04387
2019-04-26,4.65742,2019-04-26,8.54503
2019-04-27,5.04234,2019-04-27,7.89068
2019-04-28,4.73441,2019-04-28,7.27482
2019-04-29,6.04311,2019-04-29,8.27559
2019-04-30,5.35026,2019-04-30,6.96689
2019-05-01,5.00384,2019-05-01,7.12086
2019-05-02,5.88914,2019-05-02,7.15935
2019-05-03,5.23479,2019-05-03,5.77367
2019-05-04,4.34949,2019-05-04,6.04311
2019-05-05,3.19476,2019-05-05,5.46574
2019-05-06,5.04234,2019-05-06,8.81447
2019-05-07,5.85065,2019-05-07,8.35257
2019-05-08,5.42725,2019-05-08,7.08237
2019-05-09,6.23556,2019-05-09,7.27482
2019-05-10,5.11932,2019-05-10,6.19707
2019-05-11,4.81139,2019-05-11,5.88914
2019-05-12,4.7729,2019-05-12,6.27405
2019-05-13,6.35103,2019-05-13,7.31331
2019-05-14,6.85142,2019-05-14,6.73595
2019-05-15,6.505,2019-05-15,7.23633
2019-05-16,7.3518,2019-05-16,7.08237
2019-05-17,6.00461,2019-05-17,6.69745
2019-05-18,4.11855,2019-05-18,7.00538
2019-05-19,5.6197,2019-05-19,7.19784
2019-05-20,7.23633,2019-05-20,9.73826
2019-05-21,6.73595,2019-05-21,7.8137
2019-05-22,6.96689,2019-05-22,8.04464
2019-05-23,6.54349,2019-05-23,7.65973
2019-05-24,7.3903,2019-05-24,8.12163
2019-05-25,5.6197,2019-05-25,7.77521
2019-05-26,6.77444,2019-05-26,7.04387
2019-05-27,6.505,2019-05-27,9.31485
2019-05-28,7.08237,2019-05-28,11.16243
2019-05-29,6.12009,2019-05-29,8.04464
2019-05-30,7.19784,2019-05-30,8.42956
2019-05-31,5.6197,2019-05-31,8.69899
2019-06-01,4.04157,2019-06-01,7.8137
2019-06-02,4.50346,2019-06-02,8.73749
2019-06-03,6.31254,2019-06-03,8.81447
2019-06-04,6.88991,2019-06-04,8.96843
2019-06-05,5.46574,2019-06-05,6.38953
2019-06-06,3.8876,2019-06-06,6.88991
2019-06-07,5.27328,2019-06-07,8.08314
2019-06-08,4.96535,2019-06-08,6.69745
2019-06-09,5.00384,2019-06-09,8.85296
2019-06-10,6.505,2019-06-10,8.31408
2019-06-11,6.27405,2019-06-11,8.16012
2019-06-12,6.19707,2019-06-12,8.35257
2019-06-13,6.31254,2019-06-13,7.8137
2019-06-14,5.85065,2019-06-14,8.2371
2019-06-15,5.11932,2019-06-15,6.62047
2019-06-16,5.00384,2019-06-16,7.85219
2019-06-17,5.88914,2019-06-17,8.96843
2019-06-18,5.54272,2019-06-18,8.81447
2019-06-19,6.35103,2019-06-19,7.85219
2019-06-20,6.88991,2019-06-20,6.88991
2019-06-21,5.00384,2019-06-21,8.39107
2019-06-22,5.1963,2019-06-22,6.38953
2019-06-23,5.50423,2019-06-23,8.00615
2019-06-24,5.38876,2019-06-24,10.66204
2019-06-25,6.505,2019-06-25,7.65973
2019-06-26,5.54272,2019-06-26,8.96843
2019-06-27,4.38799,2019-06-27,16.0508
2019-06-28,4.65742,2019-06-28,12.47113
2019-06-29,4.27251,2019-06-29,9.93071
2019-06-30,4.15704,2019-06-30,10.04618
2019-07-01,4.92686,2019-07-01,17.3595
2019-07-02,6.31254,2019-07-02,12.85604
2019-07-03,5.00384,2019-07-03,9.69976
2019-07-04,5.11932,2019-07-04,8.89145
2019-07-05,4.54195,2019-07-05,8.50654
2019-07-06,3.34872,2019-07-06,7.04387
2019-07-07,3.61816,2019-07-07,7.89068
2019-07-08,4.96535,2019-07-08,10.3926
2019-07-09,4.69591,2019-07-09,8.39107
2019-07-10,4.311,2019-07-10,7.96766
2019-07-11,5.08083,2019-07-11,8.50654
2019-07-12,5.23479,2019-07-12,8.00615
2019-07-13,3.4642,2019-07-13,6.85142
2019-07-14,4.08006,2019-07-14,7.19784
2019-07-15,5.23479,2019-07-15,8.31408
2019-07-16,5.92763,2019-07-16,8.6605
2019-07-17,5.69668,2019-07-17,8.69899
2019-07-18,5.08083,2019-07-18,8.73749
2019-07-19,4.96535,2019-07-19,8.27559
2019-07-20,3.34872,2019-07-20,7.85219
2019-07-21,3.4642,2019-07-21,7.85219
2019-07-22,4.73441,2019-07-22,10.08468
2019-07-23,3.69515,2019-07-23,10.04618
2019-07-24,4.11855,2019-07-24,9.19938
2019-07-25,4.50346,2019-07-25,9.81524
2019-07-26,4.11855,2019-07-26,8.69899
2019-07-27,2.96381,2019-07-27,8.62201
2019-07-28,3.4642,2019-07-28,10.16166
2019-07-29,4.50346,2019-07-29,8.42956
2019-07-30,4.34949,2019-07-30,8.92994
2019-07-31,4.38799,2019-07-31,9.19938
2019-08-01,3.92609,2019-08-01,7.42879
2019-08-02,4.61893,2019-08-02,9.00692
2019-08-03,3.27174,2019-08-03,8.77598
2019-08-04,3.81062,2019-08-04,7.62124
2019-08-05,3.69515,2019-08-05,11.16243
2019-08-06,4.84988,2019-08-06,9.73826
2019-08-07,4.7729,2019-08-07,8.69899
2019-08-08,4.42648,2019-08-08,10.16166
2019-08-09,3.54118,2019-08-09,9.04541
2019-08-10,3.11778,2019-08-10,8.12163
2019-08-11,3.50269,2019-08-11,8.58352
2019-08-12,4.73441,2019-08-12,11.35488
2019-08-13,5.23479,2019-08-13,10.3926
2019-08-14,4.19553,2019-08-14,9.35334
2019-08-15,3.84911,2019-08-15,8.50654
2019-08-16,4.15704,2019-08-16,9.39183
2019-08-17,3.96458,2019-08-17,8.96843
2019-08-18,3.8876,2019-08-18,9.35334
2019-08-19,5.38876,2019-08-19,11.04695
2019-08-20,5.31177,2019-08-20,9.39183
2019-08-21,5.54272,2019-08-21,10.96997
2019-08-22,5.65819,2019-08-22,8.39107
2019-08-23,5.96612,2019-08-23,8.85296
2019-08-24,7.73672,2019-08-24,6.23556
2019-08-25,11.93225,2019-08-25,8.46805
2019-08-26,5.96612,2019-08-26,10.70053
2019-08-27,5.42725,2019-08-27,9.31485
2019-08-28,5.6197,2019-08-28,11.43187
2019-08-29,4.19553,2019-08-29,11.39337
2019-08-30,4.19553,2019-08-30,9.35334
2019-08-31,4.92686,2019-08-31,7.85219
2019-09-01,5.92763,2019-09-01,8.89145
2019-09-02,5.65819,2019-09-02,9.39183
2019-09-03,5.65819,2019-09-03,9.43033
2019-09-04,5.42725,2019-09-04,9.9692
2019-09-05,4.15704,2019-09-05,9.5458
2019-09-06,4.84988,2019-09-06,8.73749
2019-09-07,4.311,2019-09-07,8.42956
2019-09-08,5.54272,2019-09-08,10.31562
2019-09-09,5.38876,2019-09-09,11.73979
2019-09-10,5.92763,2019-09-10,10.27713
2019-09-11,4.54195,2019-09-11,9.04541
2019-09-12,3.77213,2019-09-12,7.27482
2019-09-13,2.07852,2019-09-13,8.6605
2019-09-14,3.34872,2019-09-14,10.23864
2019-09-15,4.58044,2019-09-15,13.01
2019-09-16,5.85065,2019-09-16,12.1632
2019-09-17,6.58198,2019-09-17,11.58583
2019-09-18,5.27328,2019-09-18,9.89222
